ESV,text,Parallel,version,verse_text,toCheck
Leviticus 3.9,"Then from the sacrifice of the peace offering he shall offer as a food offering to the LORD its fat; he shall remove the whole fat tail, cut off close to the backbone, and the fat that covers the entrails and all the fat that is on the entrails",Leviticus 3.9,Wycliffe,"Leviticus 3.9 And thei schulen offre of the sacrifice of pesible thingis a sacrifice to the Lord, the innere fatnesse,",False
Leviticus 3.14,"Then he shall offer from it, as his offering for a food offering to the LORD, the fat covering the entrails and all the fat that is on the entrails",Leviticus 3.14,Wycliffe,"Leviticus 3.14 And thei schulen take therof, in to the fedyng of the Lordis fier, the fatnesse that hilith the wombe, and that hilith alle the entrailis,",False
Leviticus 4.1,"And the LORD spoke to Moses, saying,",Leviticus 4.1,Wycliffe,"Leviticus 4.1 And the Lord spak to Moises, and seide, Speke thou to the sones of Israel,",False
Leviticus 4.9,and the two kidneys with the fat that is on them at the loins and the long lobe of the liver that he shall remove with the kidneys,Leviticus 4.9,Wycliffe,"Leviticus 4.9 twei litle reynes, and the calle, which is on tho bisidis ilion, and the fatnesse of the mawe,",False
Leviticus 4.17,and the priest shall dip his finger in the blood and sprinkle it seven times before the LORD in front of the veil.,Leviticus 4.17,Wycliffe,"Leviticus 4.17 and whanne the fyngur is dippid, he schal sprenge seuen sithis ayens the veil.",False
Leviticus 4.32,"""If he brings a lamb as his offering for a sin offering, he shall bring a female without blemish",Leviticus 4.32,Wycliffe,"Leviticus 4.32 Sotheli if he offrith of litle beestis a sacrifice for synne, that is,",False
Leviticus 4.33,and lay his hand on the head of the sin offering and kill it for a sin offering in the place where they kill the burnt offering.,Leviticus 4.33,Wycliffe,"Leviticus 4.33 a scheep without wem, he schal putte the hond on the heed therof, and he schal offre it in the place where the beest of brent sacrifices ben wont to be slayn.",False
Leviticus 5.6,"he shall bring to the LORD as his compensation for the sin that he has committed, a female from the flock, a lamb or a goat, for a sin offering. And the priest shall make atonement for him for his sin.",Leviticus 5.6,Wycliffe,"Leviticus 5.6 and the preest schal preie for hym, and for his synne.",False
Leviticus 5.13,"Thus the priest shall make atonement for him for the sin which he has committed in any one of these things, and he shall be forgiven. And the remainder shall be for the priest, as in the grain offering.""",Leviticus 5.13,Wycliffe,"Leviticus 5.13 and the preest schal preie for hym, and schal clense; forsothe he schal have the tother part in yifte.",False
Leviticus 5.14,"The LORD spoke to Moses, saying,",Leviticus 5.14,Wycliffe,"Leviticus 5.14 And the Lord spak to Moises,",False
Leviticus 6.1,"The LORD spoke to Moses, saying,",Leviticus 6.1,Wycliffe,"Leviticus 6.1 And the Lord spak to Moises,",False
Leviticus 6.8,"The LORD spoke to Moses, saying,",Leviticus 6.8,Wycliffe,"Leviticus 6.8 And the Lord spak to Moises, and seide,",False
Leviticus 6.11,Then he shall take off his garments and put on other garments and carry the ashes outside the camp to a clean place.,Leviticus 6.11,Wycliffe,"Leviticus 6.11 and he schal be spuylid of the formere clothis, and he schal be clothid with other, and schal bere aischis out of the castels, and in a moost clene place he schal make tho to be wastid til to a deed sparcle.",False
Leviticus 6.16,And the rest of it Aaron and his sons shall eat. It shall be eaten unleavened in a holy place. In the court of the tent of meeting they shall eat it.,Leviticus 6.16,Wycliffe,"Leviticus 6.16 Forsothe Aaron with hise sones schal ete the tother part of wheete flour, without sour dow; and he schal ete in the hooli place of the greet street of the tabernacle.",False
Leviticus 6.19,"The LORD spoke to Moses, saying,",Leviticus 6.19,Wycliffe,"Leviticus 6.19 And the Lord spak to Moises,",False
Leviticus 6.21,"It shall be made with oil on a griddle. You shall bring it well mixed, in baked pieces like a grain offering, and offer it for a pleasing aroma to the LORD.",Leviticus 6.21,Wycliffe,"Leviticus 6.21 which schal be spreynt with oile in the friyng panne, and schal be fried.",False
Leviticus 6.24,"The LORD spoke to Moses, saying,",Leviticus 6.24,Wycliffe,"Leviticus 6.24 And the Lord spak to Moises, and seide,",False
Leviticus 7.5,The priest shall burn them on the altar as a food offering to the LORD; it is a guilt offering.,Leviticus 7.5,Wycliffe,"Leviticus 7.5 And the preest schal brenne tho on the auter; it is encense of the Lord, for trespas.",False
Leviticus 7.17,But what remains of the flesh of the sacrifice on the third day shall be burned up with fire.,Leviticus 7.17,Wycliffe,"Leviticus 7.17 sotheli fier schal waaste, whateuer thing the thridde day schal fynde.",False
Leviticus 7.22,"The LORD spoke to Moses, saying,",Leviticus 7.22,Wycliffe,"Leviticus 7.22 And the Lord spak to Moises,",False
Leviticus 7.28,"The LORD spoke to Moses, saying,",Leviticus 7.28,Wycliffe,"Leviticus 7.28 And the Lord spak to Moises,",False
Leviticus 8.1,"The LORD spoke to Moses, saying,",Leviticus 8.1,Wycliffe,"Leviticus 8.1 And the Lord spak to Moises, and seide, Take thou Aaron with hise sones,",False
Leviticus 8.3,"And assemble all the congregation at the entrance of the tent of meeting.""",Leviticus 8.3,Wycliffe,Leviticus 8.3 and thou schalt gedere al the cumpanye to the dore of the tabernacle.,False
Leviticus 8.8,"And he placed the breastpiece on him, and in the breastpiece he put the Urim and the Thummim.",Leviticus 8.8,Wycliffe,"Leviticus 8.8 which cloth on the schuldris he boond with a girdil, and dresside to the racional, wherynne doctryn and truthe was.",False
Leviticus 8.15,"And he killed it, and Moses took the blood, and with his finger put it on the horns of the altar around it and purified the altar and poured out the blood at the base of the altar and consecrated it to make atonement for it.",Leviticus 8.15,Wycliffe,"Leviticus 8.15 he offride it, and drow up blood; and whanne the fyngur was dippid, he touchide the corneris of the auter bi cumpas; whanne the auter was clensid and halewid, he schedde the residue blood at the foundement therof.",False
Leviticus 8.27,And he put all these in the hands of Aaron and in the hands of his sons and waved them as a wave offering before the LORD.,Leviticus 8.27,Wycliffe,"Leviticus 8.27 and to hise sones. And aftir that thei reisiden tho bifore the Lord,",False
Leviticus 9.1,"On the eighth day Moses called Aaron and his sons and the elders of Israel,",Leviticus 9.1,Wycliffe,"Leviticus 9.1 Forsothe whanne the eiytithe dai was maad, Moises clepide Aaron, and hise sones, and the grettere men in birthe of Israel;",False
Leviticus 9.3,"And say to the people of Israel, 'Take a male goat for a sin offering, and a calf and a lamb, both a year old without blemish, for a burnt offering,",Leviticus 9.3,Wycliffe,"Leviticus 9.3 And thou schalt speke to the sones of Israel, Take ye a buk of geet for synne, and a calf, and a lomb of o yeer and with out wem,",False
Leviticus 9.12,"Then he killed the burnt offering, and Aaron's sons handed him the blood, and he threw it against the sides of the altar.",Leviticus 9.12,Wycliffe,"Leviticus 9.12 And he offride the beeste of brent sacrifice, and hise sones offriden to hym the blood therof, which he schedde bi the cumpas of the auter;",False
Leviticus 11.19,"the stork, the heron of any kind, the hoopoe, and the bat.",Leviticus 11.19,Wycliffe,"Leviticus 11.19 a fawcun, a iay bi his kynde; a leepwynke, and a reremows.",False
Leviticus 11.26,Every animal that parts the hoof but is not cloven-footed or does not chew the cud is unclean to you. Everyone who touches them shall be unclean.,Leviticus 11.26,Wycliffe,"Leviticus 11.26 Sotheli ech beeste that hath a clee, but departith not it, nether chewith code, schal be vnclene; and what euer thing touchith it, schal be defoulid.",False
Leviticus 11.30,"the gecko, the monitor lizard, the lizard, the sand lizard, and the chameleon.",Leviticus 11.30,Wycliffe,"Leviticus 11.30 mygal, camelion, and stellio, and lacerta, and a maldewerp.",False
Leviticus 11.40,and whoever eats of its carcass shall wash his clothes and be unclean until the evening. And whoever carries the carcass shall wash his clothes and be unclean until the evening.,Leviticus 11.40,Wycliffe,"Leviticus 11.40 ethir berith, schal waische his clothis, and schal be vnclene til to euentid.",False
Leviticus 11.43,"You shall not make yourselves detestable with any swarming thing that swarms, and you shall not defile yourselves with them, and become unclean through them.",Leviticus 11.43,Wycliffe,"Leviticus 11.43 Nyle ye defoule youre soulis, nether touche ye ony thing of tho, lest ye ben vnclene;",False
Leviticus 12.1,"The LORD spoke to Moses, saying,",Leviticus 12.1,Wycliffe,"Leviticus 12.1 And the Lord spak to Moises, and seide, Speke thou to the sones of Israel,",False
Leviticus 12.3,And on the eighth day the flesh of his foreskin shall be circumcised.,Leviticus 12.3,Wycliffe,Leviticus 12.3 and the yong child schal be circumsidid in the eiytithe dai.,False
Leviticus 13.8,"And the priest shall look, and if the eruption has spread in the skin, then the priest shall pronounce him unclean; it is a leprous disease.",Leviticus 13.8,Wycliffe,"Leviticus 13.8 If the wounde of lepre is in man, he schal be brouyt to the preest, and he schal se the man;",False
Leviticus 13.14,"But when raw flesh appears on him, he shall be unclean.",Leviticus 13.14,Wycliffe,"Leviticus 13.14 Sotheli whanne quyk fleisch apperith in hym,",False
Leviticus 13.19,"and in the place of the boil there comes a white swelling or a reddish-white spot, then it shall be shown to the priest.",Leviticus 13.19,Wycliffe,"Leviticus 13.19 and is heelid, and a step of wounde apperith whijt, ethir sum deel reed, in the place of the botche, the man schal be brouyt to the preest;",False
Leviticus 13.20,"And the priest shall look, and if it appears deeper than the skin and its hair has turned white, then the priest shall pronounce him unclean. It is a case of leprous disease that has broken out in the boil.",Leviticus 13.20,Wycliffe,"Leviticus 13.20 and whanne the preest seeth the place of lepre lowere than the tother fleisch, and the heeris turned in to whijtnesse, the preest schal defoule hym ; for the wounde of lepre is bred in the botche.",False
Leviticus 13.22,"And if it spreads in the skin, then the priest shall pronounce him unclean; it is a disease.",Leviticus 13.22,Wycliffe,"Leviticus 13.22 and sotheli, if it wexith, the preest schal deme the man of lepre;",False
Leviticus 13.25,"the priest shall examine it, and if the hair in the spot has turned white and it appears deeper than the skin, then it is a leprous disease. It has broken out in the burn, and the priest shall pronounce him unclean; it is a case of leprous disease.",Leviticus 13.25,Wycliffe,"Leviticus 13.25 the preest schal biholde it, and lo! if it is turned in to whijtnesse, and the place therof is lowere than the tothir skyn, the preest schal defoule the man, for a wounde of lepre is bred in the signe of wounde.",False
Leviticus 13.29,"""When a man or woman has a disease on the head or the beard,",Leviticus 13.29,Wycliffe,"Leviticus 13.29 A man ethir womman, in whos heed ether beerd lepre buriounneth, the preest schal se hem;",False
Leviticus 13.30,"the priest shall examine the disease. And if it appears deeper than the skin, and the hair in it is yellow and thin, then the priest shall pronounce him unclean. It is an itch, a leprous disease of the head or the beard.",Leviticus 13.30,Wycliffe,"Leviticus 13.30 and if the place is lowere than the tothir fleisch, and the heer is whijt, and is sotilere, ether smallere, than it is wont, the preest schal defoule hem, for it is lepre of the heed, and of the beerd.",False
Leviticus 13.31,"And if the priest examines the itching disease and it appears no deeper than the skin and there is no black hair in it, then the priest shall shut up the person with the itching disease for seven days,",Leviticus 13.31,Wycliffe,"Leviticus 13.31 Ellis if he seeth the place of wem euene with the nyy fleisch, and seeth the here blak, the preest schal close hem bi seuene daies, and schal se in the seuenthe dai;",False
