verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
Genesis 49.14 (Wycliffe),2. That name Immanuel. Gen. 49. 10.,"Isachar, a strong asse,",TRUE,TRUE,TRUE,FALSE,FALSE
Mark 6.15 (ODRV) - 3,2. That name Immanuel. Gen. 49. 10.,"That it is a Prophet, as one of the Prophets.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 5.3 (AKJV) - 0,Who shall accuse the electe of God?,"And say not, Who shall controll mee for my workes?",TRUE,FALSE,FALSE,FALSE,FALSE
Deuteronomy 11.25 (Geneva) - 0,Who shall accuse the electe of God?,No man shall stande against you:,TRUE,FALSE,FALSE,FALSE,FALSE
2 Kings 23.34 (Douay-Rheims) - 1,2. That name Immanuel. Gen. 49. 10.,and turned his name to Joakim.,FALSE,FALSE,TRUE,,FALSE
John 18.30 (Tyndale) - 1,Who shall accuse the electe of God?,what accusacion bringe ye agaynste this man?,TRUE,FALSE,FALSE,FALSE,FALSE
John 1.6 (Tyndale),2. That name Immanuel. Gen. 49. 10.,There was a man sent from God whose name was Iohn.,FALSE,FALSE,TRUE,,FALSE
1 Chronicles 2.51 (Douay-Rheims),2. That name Immanuel. Gen. 49. 10.,"Salma the father of Bethlehem, Hariph the father of Bethgader.",FALSE,FALSE,TRUE,,FALSE
Wisdom 1.6 (AKJV) - 1,Who shall accuse the electe of God?,and will not acquite a blasphemour of his words:,TRUE,FALSE,FALSE,FALSE,FALSE
Isaiah 50.9 (Geneva) - 1,Who shall accuse the electe of God?,who is he that can condemne me?,TRUE,TRUE,TRUE,FALSE,FALSE
Romans 8.34 (Tyndale),Who shall accuse the electe of God?,who then shall condempne? it is Christ which is deed the rather which is rysen agayne which is also on the ryght honde of God and maketh intercession for vs.,TRUE,FALSE,FALSE,FALSE,TRUE
Ezekiel 38.2 (Douay-Rheims),2. That name Immanuel. Gen. 49. 10.,"Son of man, set thy face against Gog, the land of Magog, the chief prince of Mosoch and Thubal: and prophesy of him,",TRUE,FALSE,FALSE,FALSE,TRUE
Matthew 11.14 (Wycliffe),2. That name Immanuel. Gen. 49. 10.,he is Elie that is to come.,TRUE,FALSE,FALSE,FALSE,FALSE
Luke 2.38 (ODRV) - 1,2. That name Immanuel. Gen. 49. 10.,and spake of him to al that expected the redemption of Israel.,TRUE,FALSE,FALSE,FALSE,FALSE
John 2.1 (Wycliffe) - 1,2. That name Immanuel. Gen. 49. 10.,and the modir of Jhesu was there.,FALSE,FALSE,TRUE,,FALSE
Joshua 12.16 (Douay-Rheims),Or Lion-like men. 1 Chron. 11. 22.,"The king of Maceda one, the king of Bethel one,",TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 2.6 (AKJV) - 0,"So did hee also in Psalme 19. and,","Remembring that prophesie of Amos, as hee said;",TRUE,FALSE,FALSE,FALSE,FALSE
1 Kings 7.18 (AKJV) - 1,"So did hee also in Psalme 19. and,",and so did he for the other chapiter.,TRUE,FALSE,FALSE,FALSE,FALSE
Luke 20.42 (ODRV) - 0,"So did hee also in Psalme 19. and,",and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 57.1 (Geneva) - 3,Or Lion-like men. 1 Chron. 11. 22.,When he fled from Saul in the cave.,TRUE,FALSE,FALSE,FALSE,FALSE
Micah 1.14 (Douay-Rheims) - 1,Or Lion-like men. 1 Chron. 11. 22.,the houses of lying to deceive the kings of Israel.,FALSE,FALSE,TRUE,,FALSE
Hosea 6.8 (Douay-Rheims),Or Lion-like men. 1 Chron. 11. 22.,"Galaad is a city of workers of idols, supplanted with blood.",FALSE,FALSE,TRUE,,FALSE
Psalms 78.60 (AKJV) - 1,Or Lion-like men. 1 Chron. 11. 22.,"the tent which he placed among men,",FALSE,FALSE,TRUE,,FALSE
Ezra 10.24 (Douay-Rheims) - 0,Or Lion-like men. 1 Chron. 11. 22.,"And of the singing men, Elisiab:",FALSE,FALSE,TRUE,,FALSE
2 Kings 10.16 (Douay-Rheims) - 2,Or Lion-like men. 1 Chron. 11. 22.,"So he made him ride in his chariot,",TRUE,FALSE,FALSE,FALSE,FALSE
Jeremiah 38.12 (AKJV),"So did hee also in Psalme 19. and,","And Ebed-melech the Ethiopian said vnto Ieremiah, Put now these old cast cloutes and rotten ragges vnder thine arme-holes, vnder the cordes. And Ieremiah did so.",TRUE,FALSE,FALSE,FALSE,TRUE
Acts 13.33 (ODRV) - 0,"So did hee also in Psalme 19. and,","that God hath fulfilled this same to our children, raising vp IESVS, as in the second Psalme also it is written:",TRUE,FALSE,FALSE,FALSE,TRUE
Isaiah 44.16 (AKJV) - 3,"So did hee also in Psalme 19. and,","yea hee warmeth himselfe, and saith;",TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),Or Lion-like men. 1 Chron. 11. 22.,"Malluch, Harim, Baanah.",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 49.14 (Wycliffe),Or Lion-like men. 1 Chron. 11. 22.,"Isachar, a strong asse,",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 93.1 (ODRV) - 0,"So did hee also in Psalme 19. and,","To Dauid himselfe, in the fourth of the sabbath.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.16 (ODRV),"So did hee also in Psalme 19. and,",But this is it that was said by the Prophet Ioel:,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.25 (Tyndale),"So did hee also in Psalme 19. and,",For David speaketh of him: Afore honde I sawe God alwayes before me: For he is on my ryght honde that I shuld not be moved.,TRUE,FALSE,FALSE,FALSE,TRUE
1 Samuel 25.22 (Geneva) - 0,"So did hee also in Psalme 19. and,",So and more also doe God vnto the enemies of Dauid:,TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 2.5 (Tyndale) - 2,as David affirmeth in the 38 Psal,For thus it is written by the Prophet.,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.9 (ODRV),as David affirmeth in the 38 Psal,And Dauid saith: Be their table made for a snare and for a trap & for a scandal & for a retribution vnto them.,TRUE,FALSE,FALSE,FALSE,TRUE
Luke 20.42 (ODRV) - 0,as David affirmeth in the 38 Psal,and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 9.25 (ODRV),as David affirmeth in the 38 Psal,"as in Osee he saith: I wil cal that which is not my people, my people; & her that was not beloued, beloued: & her that hath not obteined mercie, hauing obteined mercie.",TRUE,FALSE,FALSE,FALSE,TRUE
1 Kings 1.32 (Douay-Rheims),as David affirmeth in the 38 Psal,"King David also said: Call me Sadoc the priest, and Nathan the prophet, and Banaias the son of Joiada. And when they were come in before the king,",TRUE,FALSE,FALSE,FALSE,TRUE
Romans 11.9 (Tyndale),as David affirmeth in the 38 Psal,And David sayth: Let their table be made a snare to take them with all and an occasion to faule and a rewarde vnto them.,TRUE,FALSE,FALSE,FALSE,TRUE
Matthew 2.5 (ODRV) - 2,as David affirmeth in the 38 Psal,For so it is written by the Prophet:,TRUE,FALSE,FALSE,FALSE,FALSE
Mark 12.36 (ODRV) - 0,as David affirmeth in the 38 Psal,For Dauid himself saith in the Holy Ghost:,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.25 (ODRV),as David affirmeth in the 38 Psal,For Dauid saith concerning him: I foresaw the Lord in my sight alwaies: because he is at my right hand that I be not moued.,TRUE,FALSE,FALSE,FALSE,TRUE
Mark 12.36 (ODRV) - 0,"In Psal. 29. the Psalmist saith,",For Dauid himself saith in the Holy Ghost:,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 11.9 (ODRV),"In Psal. 29. the Psalmist saith,",And Dauid saith: Be their table made for a snare and for a trap & for a scandal & for a retribution vnto them.,TRUE,FALSE,FALSE,FALSE,TRUE
Luke 20.42 (ODRV) - 0,"In Psal. 29. the Psalmist saith,",and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 10.33 (ODRV),God willeth all men to be saued.,"as I also in al things doe please al men, not seeking that which is profitable to my self, but which is to many; that they may be saued.",TRUE,FALSE,FALSE,FALSE,TRUE
John 19.7 (ODRV) - 3,"The Word was made flesh, Joh. 1.",because he hath made himself the Sonne of God.,FALSE,FALSE,TRUE,,FALSE
John 9.29 (Geneva) - 0,"The Word was made flesh, Joh. 1.",We know that God spake with Moses:,FALSE,FALSE,TRUE,,FALSE
Wisdom 1.14 (AKJV) - 0,God willeth all men to be saued.,"For he created all things, that they might haue their being:",TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 27.42 (AKJV) - 0,God willeth all men to be saued.,"He saued others, himselfe he cannot saue:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 2.55 (Douay-Rheims),"The Word was made flesh, Joh. 1.","Jesus, whilst he fulfilled the word, was made ruler in Israel.",TRUE,FALSE,FALSE,FALSE,FALSE
1 John 1.2 (ODRV),"The Word was made flesh, Joh. 1.","(and the life was manifested: and we haue seen, and doe testifie, and declare vnto you the life eternal which was with the Father, and hath appeared to vs)",TRUE,FALSE,FALSE,FALSE,TRUE
John 1.2 (ODRV),"The Word was made flesh, Joh. 1.",This was in the beginning with God.,FALSE,FALSE,TRUE,,FALSE
1 Corinthians 15.4 (Geneva),"The Word was made flesh, Joh. 1.","And that he was buried, and that he arose the third day, according to the Scriptures,",FALSE,TRUE,FALSE,FALSE,FALSE
2 Thessalonians 3.2 (Geneva) - 1,God willeth all men to be saued.,for all men haue not fayth.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Thessalonians 3.2 (AKJV) - 1,God willeth all men to be saued.,for all men haue not faith.,TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 15.45 (Geneva) - 1,"The Word was made flesh, Joh. 1.",and the last Adam was made a quickening Spirit.,FALSE,FALSE,TRUE,,FALSE
Romans 10.16 (ODRV) - 0,God willeth all men to be saued.,But al doe not obey the Ghospel.,TRUE,FALSE,FALSE,FALSE,FALSE
1 Timothy 2.13 (ODRV),"The Word was made flesh, Joh. 1.",For Adam was formed first; then Eue.,FALSE,FALSE,TRUE,,FALSE
1 Chronicles 23.25 (Douay-Rheims),"In Psal. 29. the Psalmist saith,","For David said: The Lord the God of Israel hath given rest to his people, and a habitation in Jerusalem for ever.",TRUE,FALSE,FALSE,FALSE,TRUE
Psalms 60.1 (Vulgate),"In Psal. 29. the Psalmist saith,",In finem. In hymnis David.,TRUE,FALSE,FALSE,FALSE,FALSE
Romans 9.25 (ODRV),"In Psal. 29. the Psalmist saith,","as in Osee he saith: I wil cal that which is not my people, my people; & her that was not beloued, beloued: & her that hath not obteined mercie, hauing obteined mercie.",TRUE,FALSE,FALSE,FALSE,TRUE
Acts 2.25 (ODRV),"In Psal. 29. the Psalmist saith,",For Dauid saith concerning him: I foresaw the Lord in my sight alwaies: because he is at my right hand that I be not moued.,TRUE,FALSE,FALSE,FALSE,TRUE
Ezekiel 13.6 (Douay-Rheims),"In Psal. 29. the Psalmist saith,","They see vain things, and they foretell lies, saying: The Lord saith: whereas the Lord hath not sent them: and they have persisted to confirm what they have said.",TRUE,FALSE,FALSE,FALSE,TRUE
Romans 11.9 (Tyndale),"In Psal. 29. the Psalmist saith,",And David sayth: Let their table be made a snare to take them with all and an occasion to faule and a rewarde vnto them.,TRUE,FALSE,FALSE,FALSE,TRUE
Wisdom 14.8 (ODRV) - 2,"The Word was made flesh, Joh. 1.","and the same being fraile, was called god.",FALSE,FALSE,TRUE,,FALSE
Joshua 15.24 (Douay-Rheims),In Berachoth c. Meemathe korin.,"Ziph and Telem and Baloth,",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 9.25 (ODRV),"As the prophet saith, psal. 50.","as in Osee he saith: I wil cal that which is not my people, my people; & her that was not beloued, beloued: & her that hath not obteined mercie, hauing obteined mercie.",TRUE,FALSE,FALSE,FALSE,TRUE
Matthew 2.5 (Tyndale) - 2,"As the prophet saith, psal. 50.",For thus it is written by the Prophet.,TRUE,FALSE,FALSE,FALSE,FALSE
Isaiah 3.16 (AKJV),"As the prophet saith, psal. 50.","Moreouer the Lord saith; Because the daughters of Zion are hautie, and walke with stretched forth necks, and wanton eyes, walking and mincing as they goe, and making a tinkeling with their feet:",TRUE,FALSE,FALSE,FALSE,TRUE
Acts 2.16 (AKJV),"As the prophet saith, psal. 50.","But this is that which was spoken by the Prophet Ioel,",TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 2.5 (ODRV) - 2,"As the prophet saith, psal. 50.",For so it is written by the Prophet:,TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.25 (ODRV),"As the prophet saith, psal. 50.",For Dauid saith concerning him: I foresaw the Lord in my sight alwaies: because he is at my right hand that I be not moued.,TRUE,FALSE,FALSE,FALSE,TRUE
Romans 11.9 (ODRV),"As the prophet saith, psal. 50.",And Dauid saith: Be their table made for a snare and for a trap & for a scandal & for a retribution vnto them.,TRUE,FALSE,FALSE,FALSE,TRUE
Acts 2.16 (ODRV),"As the prophet saith, psal. 50.",But this is it that was said by the Prophet Ioel:,TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 2.6 (AKJV) - 0,The same o•• of the 16. Psalme.,"Remembring that prophesie of Amos, as hee said;",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.16 (ODRV),The same o•• of the 16. Psalme.,But this is it that was said by the Prophet Ioel:,TRUE,TRUE,TRUE,FALSE,FALSE
1 Corinthians 15.45 (Geneva) - 1,The word is made flesh. Gal. 4.,and the last Adam was made a quickening Spirit.,TRUE,FALSE,FALSE,FALSE,FALSE
2 Corinthians 4.11 (ODRV) - 1,The word is made flesh. Gal. 4.,that the life also of IESVS may be manifested in our mortal flesh.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 49.14 (Douay-Rheims) - 0,The word is made flesh. Gal. 4.,In like manner Jesus the son of Josedec?,FALSE,FALSE,TRUE,,FALSE
1 John 5.6 (ODRV) - 2,The word is made flesh. Gal. 4.,"And it is the Spririt which testifieth, that Christ is the truth.",FALSE,FALSE,TRUE,,FALSE
Exodus 3.14 (ODRV) - 4,The word is made flesh. Gal. 4.,"he which is, hath sent me to you.",FALSE,FALSE,TRUE,,FALSE
Acts 7.38 (AKJV),The word is made flesh. Gal. 4.,"This is he that was in &thorn; Church in the wildernesse with the Angel, which spake to him in the mount Sina, and with our fathers: who receiued the liuely oracles, to giue vnto vs.",TRUE,FALSE,FALSE,FALSE,TRUE
1 Chronicles 2.9 (Vulgate),In Berachoth c. Meemathe korin.,"Filii autem Hesron qui nati sunt ei: Jerameel, et Ram, et Calubi.",TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 12.15 (Vulgate),In Berachoth c. Meemathe korin.,"Haram, Edna: Maraioth, Helci:",TRUE,FALSE,FALSE,FALSE,FALSE
Nehemiah 10.14 (Vulgate),In Berachoth c. Meemathe korin.,"Capita populi, Pharos, Phahathmoab, AElam, Zethu, Bani,",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 2.16 (AKJV),The same o•• of the 16. Psalme.,"But this is that which was spoken by the Prophet Ioel,",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 23.1 (ODRV) - 0,The same o•• of the 16. Psalme.,"The first of the Sabbath, the Psalme of Dauid.",TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 93.1 (ODRV) - 0,The same o•• of the 16. Psalme.,"To Dauid himselfe, in the fourth of the sabbath.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 13.33 (ODRV) - 0,The same o•• of the 16. Psalme.,"that God hath fulfilled this same to our children, raising vp IESVS, as in the second Psalme also it is written:",TRUE,FALSE,FALSE,FALSE,TRUE
Hebrews 9.9 (ODRV) - 0,The same o•• of the 16. Psalme.,Which is a parable of the time present:,TRUE,FALSE,FALSE,FALSE,FALSE
Psalms 9.21 (ODRV),The same o•• of the 16. Psalme.,"Appoint Lord a lawgeuer ouer them: that the Gentiles may know that they be men. The 10. Psalme, according to the Hebrevves.",TRUE,FALSE,FALSE,FALSE,TRUE
Luke 20.42 (ODRV) - 0,The same o•• of the 16. Psalme.,and Dauid himseld saith in the booke of Psalmes:,TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 11.3 (ODRV) - 2,The word is made flesh. Gal. 4.,"and the head of Christ, is God.",FALSE,FALSE,TRUE,,FALSE
Numbers 26.20 (Vulgate),In Berachoth c. Meemathe korin.,"Fueruntque filii Juda per cognationes suas: Sela, a quo familia Selaitarum: Phares, a quo familia Pharesitarum: Zare, a quo familia Zareitarum.",TRUE,FALSE,FALSE,FALSE,TRUE
1 Chronicles 9.38 (Vulgate),In Berachoth c. Meemathe korin.,Porro Macelloth genuit Samaan: isti habitaverunt e regione fratrum suorum in Jerusalem cum fratribus suis.,TRUE,FALSE,FALSE,FALSE,TRUE
Numbers 21.11 (Wycliffe),In Berachoth c. Meemathe korin.,"and settiden tentis in Oboth; fro whennus thei yeden forth, and settiden tentis in Neabarym, in the wildirnesse, that biholdith Moab, ayens the eest coost.",TRUE,FALSE,FALSE,FALSE,TRUE
Numbers 21.19 (Vulgate),In Berachoth c. Meemathe korin.,De Matthana in Nahaliel: de Nahaliel in Bamoth.,TRUE,FALSE,FALSE,FALSE,FALSE
Joshua 18.27 (Vulgate),In Berachoth c. Meemathe korin.,"et Recem, Jarephel et Tharela,",TRUE,FALSE,FALSE,FALSE,FALSE
1 John 1.2 (ODRV),The word is made flesh. Gal. 4.,"(and the life was manifested: and we haue seen, and doe testifie, and declare vnto you the life eternal which was with the Father, and hath appeared to vs)",TRUE,FALSE,FALSE,FALSE,TRUE
John 9.29 (Tyndale) - 0,The word is made flesh. Gal. 4.,We are sure that God spake with Moses.,FALSE,FALSE,TRUE,,FALSE
Proverbs 16.2 (Douay-Rheims) - 1,Heb. 12. 23. The Judge of all.,the Lord is the weigher of spirits.,TRUE,FALSE,FALSE,TRUE,FALSE
John 13.31 (Tyndale) - 2,Heb. 12. 23. The Judge of all.,And God is glorified by him.,FALSE,FALSE,TRUE,,FALSE
Hosea 5.2 (Douay-Rheims) - 1,Heb. 12. 23. The Judge of all.,"and I am, the teacher of them all.",FALSE,FALSE,TRUE,,FALSE
Ezekiel 36.8 (Douay-Rheims) - 1,Heb. 12. 23. The Judge of all.,for they are at hand to come.,FALSE,FALSE,TRUE,,FALSE
Ezekiel 38.2 (Douay-Rheims),"Paul, Rom. i. 25. 2 Cor. i. 3.","Son of man, set thy face against Gog, the land of Magog, the chief prince of Mosoch and Thubal: and prophesy of him,",FALSE,FALSE,TRUE,,TRUE
1 Chronicles 24.11 (Douay-Rheims),"Paul, Rom. i. 25. 2 Cor. i. 3.","The ninth to Jesua, the tenth to Sechenia,",FALSE,FALSE,TRUE,,FALSE
Ezekiel 36.8 (Geneva) - 1,Heb. 12. 23. The Judge of all.,for they are ready to come.,FALSE,FALSE,TRUE,,FALSE
Mark 12.7 (ODRV),Heb. 12. 23. The Judge of all.,"But the husbandmen said one to an other. This is the heire; come, let vs kil him; and the inheritance shal be ours.",TRUE,FALSE,FALSE,FALSE,TRUE
John 1.38 (Wycliffe),"Paul, Rom. i. 25. 2 Cor. i. 3.","and folewiden Jhesu. And Jhesu turnede, and say hem suynge hym, and seith to hem, What seken ye? And thei seiden to hym, Rabi, that is to seie, Maistir, where dwellist thou?",FALSE,FALSE,TRUE,,TRUE
Colossians 4.16 (ODRV) - 1,"Paul, Rom. i. 25. 2 Cor. i. 3.",and that you read that which is of the Laodicians.,FALSE,FALSE,TRUE,,FALSE
1 Chronicles 1.27 (Geneva),"Paul, Rom. i. 25. 2 Cor. i. 3.","Abram, which is Abraham.",FALSE,FALSE,TRUE,,FALSE
Ezra 10.42 (Vulgate); Ezra 10.42 (Douay-Rheims),"Paul, Rom. i. 25. 2 Cor. i. 3.","Sellum, Amaria, Joseph.",FALSE,FALSE,TRUE,,FALSE
1 Chronicles 24.29 (Geneva),"Paul, Rom. i. 25. 2 Cor. i. 3.","Of Kish. the sonne of Kish was Ierahmeel,",FALSE,FALSE,TRUE,,FALSE
1 Corinthians 3.5 (Tyndale),"Paul, Rom. i. 25. 2 Cor. i. 3.",What is Paul? What thinge is Apollo? Only ministers are they by who ye beleved even as the Lorde gave every man grace.,FALSE,TRUE,FALSE,FALSE,TRUE
Psalms 95.13 (ODRV) - 1; Psalms 97.9 (ODRV) - 1,Heb. 12. 23. The Judge of all.,because he cometh to iudge the earth.,FALSE,FALSE,TRUE,,FALSE
Job 35.14 (Douay-Rheims) - 2,Heb. 12. 23. The Judge of all.,"be judged before him, and expect him.",TRUE,FALSE,FALSE,FALSE,FALSE
Ruth 4.10 (ODRV) - 1,"Paul, Rom. i. 25. 2 Cor. i. 3.","You, I say are witnesses of this thing.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 7.12 (ODRV) - 0,"Paul, Rom. i. 25. 2 Cor. i. 3.","For to the rest, I say, not our Lord.",FALSE,FALSE,TRUE,,FALSE
1 Chronicles 16.33 (Douay-Rheims) - 1,Heb. 12. 23. The Judge of all.,because he is come to judge the earth.,TRUE,FALSE,FALSE,TRUE,FALSE
Jeremiah 25.31 (Douay-Rheims) - 2,Heb. 12. 23. The Judge of all.,he entereth into judgement with all flesh;,TRUE,FALSE,FALSE,FALSE,FALSE
1 Corinthians 8.8 (ODRV) - 0,Vse 1. Confutation of merit.,But meate doth not commend vs to God.,FALSE,FALSE,TRUE,,FALSE
Joshua 5.4 (Douay-Rheims) - 0,Vse 1. Confutation of merit.,Now this is the cause of the second circumcision:,FALSE,FALSE,TRUE,,FALSE
2 Samuel 21.15 (Douay-Rheims),Mind David in Psalm. 40 ult.,"And the Philistines made war again against Israel, and David went down, and his servants with him, and fought against the Philistines. And David growing faint,",TRUE,FALSE,FALSE,FALSE,TRUE
