verse_id,text,verse_text,label,top_k
1 Corinthians 12.13 (Vulgate) - 0,"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","Etenim in uno Spiritu omnes nos in unum corpus baptizati sumus, sive Judæi, sive gentiles, sive servi, sive liberi:",TRUE,1
1 Corinthians 12.13 (AKJV) - 0,"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","For by one spirit are we all baptized into one bodie, whether wee bee Iewes or Gentiles, whether wee bee bond or free:",TRUE,2-3
1 Corinthians 12.13 (Geneva),"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","For by one Spirit are we all baptized into one body, whether we bee Iewes, or Grecians, whether we be bonde, or free, and haue bene all made to drinke into one Spirit.",TRUE,2-3
1 Corinthians 12.13 (ODRV) - 0,"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","For in one Spirit, were we al baptized into one, whether Iewes, or Gentils, or bondmen, or free:",TRUE,4-5
1 Corinthians 12.13 (Tyndale) - 0,"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.",For in one sprete are we all baptysed to make one body whether we be Iewes or getyls whether we be bonde or fre:,TRUE,4-5
Revelation 14.13 (ODRV) - 1,Blessed are they that die in the Lord,"Write, Blessed are the head which die in our Lord.",TRUE,1-4
Revelation 14.13 (AKJV),Blessed are they that die in the Lord,"And I heard a voyce from heauen, saying vnto me, Write, Blessed are the dead which die in the Lord, from hencefoorth, yea, saith the Spirit, that they may rest from their labours, and their workes doe follow them.",TRUE,1-4
Revelation 14.13 (Tyndale) - 2,Blessed are they that die in the Lord,Blessed are the deed which here after dye in the lorde even soo sayth the sprete:,TRUE,1-4
Revelation 14.13 (Geneva) - 0,Blessed are they that die in the Lord,"Then I heard a voyce from heauen, saying vnto me, Write, The dead which die in the Lord, are fully blessed.",TRUE,1-4
Revelation 14.13 (Vulgate) - 2,Blessed are they that die in the Lord,Beati mortui qui in Domino moriuntur.,TRUE,5
Hebrews 11.9 (Geneva),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.","By faith he abode in the land of promise, as in a strange countrey, as one that dwelt in tents with Isaac and Iacob heires with him of the same promise.",FALSE,
Acts 7.8 (Geneva),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.","Hee gaue him also the couenant of circumcision: and so Abraham begate Isaac, and circumcised him the eight day: and Isaac begate Iacob, and Iacob the twelue Patriarkes.",FALSE,
1 Corinthians 10.4 (Vulgate),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.","et omnes eumdem potum spiritalem biberunt (bibebant autem de spiritali, consequente eos, petra: petra autem erat Christus):",TRUE,1
1 Corinthians 10.4 (Tyndale),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.",and did all drincke of one maner of spirituall drincke. And they dranke of that spretuall rocke that folowed them which rocke was Christ.,TRUE,2-5
1 Corinthians 10.4 (Geneva),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.",And did all drinke the same spirituall drinke (for they dranke of the spiritual Rocke that folowed them: and the Rocke was Christ),TRUE,2-5
1 Corinthians 10.4 (ODRV),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.","and al drunke the same spiritual drinke (and they drunke of the spiritual rock that followed them, and the rock was Christ.)",TRUE,2-5
1 Corinthians 10.4 (AKJV),"& bibebant de spirituali consequente eos petra) Christ was a rocke, and they drunke (the auncient faithfull) of the spirituall rocke which followed them.",And did all drinke the same spirituall drinke: (for they dranke of that spirituall Rocke that followed them: and that Rocke was Christ),TRUE,2-5
Matthew 23.8 (Geneva) - 1,For there is but one baptisme of all.,"for one is your doctour, to wit, Christ, and all ye are brethren.",FALSE,
Galatians 3.27 (Tyndale),For there is but one baptisme of all.,For all ye that are baptised have put on Christ.,FALSE,
Ephesians 4.5 (Geneva),For there is but one baptisme of all.,"There is one Lord, one Faith, one Baptisme,",TRUE,1-3
Ephesians 4.5 (ODRV),For there is but one baptisme of all.,"One Lord, one faith, one Baptisme.",TRUE,1-3
Ephesians 4.5 (AKJV),For there is but one baptisme of all.,"One Lord, one Faith, one Baptisme,",TRUE,1-3
Ephesians 4.5 (Tyndale),For there is but one baptisme of all.,Let ther be but one lorde one fayth one baptism:,TRUE,4-5
Ephesians 4.5 (Vulgate),For there is but one baptisme of all.,"Unus Dominus, una fides, unum baptisma.",TRUE,4-5
1 Thessalonians 4.5 (Tyndale),But concupiscence in the regenerate lusteth against the Spirit,and not in the lust of concupiscence as do the hethen which knowe not god,FALSE,
Romans 8.7 (Tyndale),But concupiscence in the regenerate lusteth against the Spirit,Because that the flesshly mynde is emnyte agaynst God: for it is not obedient to the lawe of God nether can be.,FALSE,
1 Corinthians 6.18 (Geneva) - 0,But concupiscence in the regenerate lusteth against the Spirit,Flee fornication:,FALSE,
Galatians 5.17 (ODRV) - 0,But concupiscence in the regenerate lusteth against the Spirit,"For the flesh lusteth against the spirit, and the spirit against the flesh:",TRUE,1-3
Galatians 5.17 (Geneva) - 0,But concupiscence in the regenerate lusteth against the Spirit,"For the flesh lusteth against the Spirit, and the Spirit against the flesh:",TRUE,1-3
Galatians 5.17 (AKJV) - 0,But concupiscence in the regenerate lusteth against the Spirit,"For the flesh lusteth against the Spirit, and the spirit against the flesh:",TRUE,1-3
Galatians 5.17 (Tyndale) - 0,But concupiscence in the regenerate lusteth against the Spirit,For the flesshe lusteth contrary to the sprete and the sprete cotrary to the flesshe.,TRUE,4-5
Galatians 5.17 (Vulgate) - 0,But concupiscence in the regenerate lusteth against the Spirit,"Caro enim concupiscit adversus spiritum, spiritus autem adversus carnem:",TRUE,4-5
Daniel 4.14 (Geneva) - 1,"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Hebrews 12.28 (Geneva),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Wherefore seeing we receiue a kingdome, which cannot be shaken, let vs haue grace whereby we may so serue God, that we may please him with reuerence and feare.",FALSE,
Genesis 30.33 (Geneva),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","So shall my righteousnesse answere for me hereafter, when it shall come for my rewarde before thy face, and euery one that hath not litle or great spots among the goates, and blacke among the sheepe, the same shalbe theft with me.",FALSE,
2 Samuel 14.14 (Geneva),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","For we must needes dye, and we are as water spilt on the ground, which cannot be gathered vp againe: neither doeth God spare any person, yet doeth he appoynt meanes, not to cast out from him, him that is expelled.",FALSE,
Matthew 5.48 (Vulgate),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Estote ergo vos perfecti, sicut et Pater vester cælestis perfectus est.",TRUE,1
Matthew 5.48 (ODRV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Be you perfect therfore, as also your heauenly Father is perfect.",TRUE,2-3
Matthew 5.48 (Geneva),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Ye shall therefore be perfit, as your Father which is in heauen, is perfite.",TRUE,2-3
Matthew 5.48 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Be yee therefore perfect, euen as your father, which is in heauen, is perfect.",TRUE,2-3
Matthew 5.48 (Tyndale),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,",Do not the Publicans lyke wyse? ye shall therfore be perfecte even as youre father which is in heauen is perfecte.,TRUE,5
Matthew 5.48 (Wycliffe),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Therfore be ye parfit, as youre heuenli fadir is parfit.",TRUE,6
Acts 21.21 (Geneva),"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","Now they are informed of thee, that thou teachest all the Iewes, which are among the Gentiles, to forsake Moses, and sayest that they ought not to circumcise their sonnes, neither to liue after the customes.",FALSE,
Romans 3.9 (Geneva),"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","What then? are we more excellent? No, in no wise: for we haue alreadie prooued, that all, both Iewes and Gentiles are vnder sinne,",FALSE,
Galatians 3.24 (Geneva),"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","Wherefore the Lawe was our scholemaster to bring vs to Christ, that we might be made righteous by faith.",FALSE,
Romans 6.14 (Vulgate) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","non enim sub lege estis, sed sub gratia.",TRUE,1-2
Romans 6.15 (Vulgate) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","peccabimus, quoniam non sumus sub lege, sed sub gratia?",TRUE,1-2
Romans 6.14 (ODRV) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","For you are not vnder the Law, but vnder grace.",TRUE,3-10
Romans 6.14 (Geneva) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","for ye are not vnder ye Lawe, but vnder grace.",TRUE,3-10
Romans 6.14 (Tyndale) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.",For ye are not vnder the lawe but vnder grace.,TRUE,3-10
Romans 6.14 (AKJV),"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","For sinne shall not haue dominion ouer you, for yee are not vnder the Law, but vnder Grace.",TRUE,3-10
Romans 6.15 (AKJV) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","shal we sinne, because wee are not vnder the Law, but vnder Grace?",TRUE,3-10
Romans 6.15 (ODRV) - 1,"Rom. vi. wherein is this sentence, non istes sub lege, sed sub gratia, ye christen men yt beleeue in Christ, are not vnder the law.","shal we sinne, because we are not vnder the Law, but vnder grace?",TRUE,3-10
