Phrase,Citations,Outliers,Text
1 Cor. 3. •.; Gal. 5. 20.,1 Corinthians 3; Galatians 5.20,['1 Corinthians 3.•'],1 Cor. 3. •. Gal. 5. 20.
"Mat. 5. 44, 4•.",Matthew 5.44,['Matthew 5.4•'],"Mat. 5. 44, 4•."
Mat. 5. •.,Matthew 5,['Matthew 5.•'],Mat. 5. •.
Mat. 10. 2•.,Matthew 10,['Matthew 10.2•'],Mat. 10. 2•.
Deut. 6. •. &; Levit. 19.18.,Deuteronomy 6; Leviticus 19.18,['Deuteronomy 6.•.'],"And as for the A•solute perfection of it in the Quality of a Rule directing, and a Law obliging, can that be more amply declared, and irrefragably proved than as it stands stated and represented to us, in the vast latitude of that Injunction, Deut. 6. •. and Levit. 19.18."
Jer. 49. 1•.,Jeremiah 49,['Jeremiah 49.1•'],Jer. 49. 1•.
Psal. 78. •. 2.,Psalms 78,['Psalms 78.•.2'],"It was Davids Praise, Th• when God had set him over his People, He G•ded them by the Skilfulness of his Hands. Psal. 78. •. 2. They must be Just and Upright Men."
"Psalm CVII. Verse 23, 24.",Psalms 24,['Psalms verse'],"Psalm CVII. Verse 23, 24."
"1 Sam. xix. xx, &c.",1 Samuel ,['1 Samuel xx'],"1 Sam. xix. xx, &c."
"Exod. 13. 2, 1•.",Exodus 13.2,['Exodus 13.1•'],"Exod. 13. 2, 1•."
Eccl. 11. •,Ecclesiastes 11,['Ecclesiastes 11.•'],Eccl. 11. •
Mat. 20. •.,Matthew 20,['Matthew 20.•'],Mat. 20. •.
2 Sam. 16. 1•.,2 Samuel 16,['2 Samuel 16.1•'],2 Sam. 16. 1•.
Ps. 51. 1•,Psalms 51,['Psalms 51.1•'],Ps. 51. 1• ▪
2 Chron 34. 3•.,2 Chronicles 34,['2 Chronicles 34.3•'],2 Chron 34. 3•.
"Act. xiv. 24 & xvi. •, 5.",Acts 5,['Acts •'],"Act. xiv. 24 & xvi. •, 5."
"Act. xii. •, &c",Acts ,['Acts •'],"Act. xii. •, &c ▪"
Matt. xiii. 4•.,Matthew 13,['Matthew 13 4•'],Matt. xiii. 4•.
Ezek. xxx ◊; Dan. xii.,Ezekiel 30; Daniel 12,['Ezekiel 30 ◊'],Ezek. xxx ▪ 〈 ◊ 〉 Dan. xii.
Ezek. xi. 1•.,Ezekiel 11,['Ezekiel 11 1•'],Ezek. xi. 1•.
Amos iii. •.,Amos 3,['Amos 3 •'],Amos iii. •.
2 Pet. iii. 6•7•,2 Peter 3,['2 Peter 3 6•7•'],2 Pet. iii. 6•7•
"Ezra, Cap. ix. Verse 8, 10.",Ezra 10,['Ezra verse'],"which made the good Ezra ashamed, and blusht to lift up his Face to Heaven; Ezra, Cap. ix. Verse 8, 10. Happy We, if, as Pliny adviseth his Friend Maximus, Tales esse sani perseverimus, quales futuros profitemur infirmi;"
2 Pet. iii. ◊,2 Peter 3,['2 Peter 3 ◊'],Or despisest thou the Riches of his Goodness and Forbearance; 2 Pet. iii. 〈 ◊ 〉.
Psal. xxxii. ◊,Psalms 32,['Psalms 32 ◊'],"Great Plagues remain for the ungodly, saith the Psalmist. Vae unum abiit; Psal. xxxii. 〈 ◊ 〉."
Lev. 4. 1•.,Leviticus 4,['Leviticus 4.1•'],Lev. 4. 1•.
1 Pet 4 •.,1 Peter 4,['1 Peter 4 •'],1 Pet 4 •.
1 Sam 4. 1•,1 Samuel 4,['1 Samuel 4.1•'],1 Sam 4. 1•
"Deut, 28. 2•.",Deuteronomy 28,['Deuteronomy 28.2•'],"Deut, 28. 2•."
Ezek 18 •,Ezekiel 18,['Ezekiel 18 •'],Ezek 18 ▪ •
Gen. 15 1•,Genesis 15,['Genesis 15 1•'],Gen. 15 ▪ 1•
1 Kin 18 2•,1 Kings 18,['1 Kings 18 2•'],1 Kin· 18 ▪ 2• ▪
1 Pet. 4 1•,1 Peter 4,['1 Peter 4 1•'],1 Pet. 4 1•
Jer. 5. •.,Jeremiah 5,['Jeremiah 5.•'],Jer. 5. •.
"Phil. 2.1, •.",Philippians 2.1,['Philippians 2.•'],"Phil. 2.1, •."
1 Cor. 7. 3•.,1 Corinthians 7,['1 Corinthians 7.3•'],1 Cor. 7. 3•. 1 Cor. 〈 … 〉
"Rom. 14.3, 6, 1•.",Romans 14.3; Romans 14.6,['Romans 14.1•'],"Rom. 14.3, 6, 1•."
Act. 1. ◊,Acts 1,['Acts 1.◊'],Jul. Pollux Onom•st. l. 8. c. 9 Schol. in Arist. Acharn. Act. 1. 〈 ◊ 〉
Luk. 6. 3•.,Luke 6,['Luke 6.3•'],Is this being mercifull as our heavenly Father is mercifull? Luk. 6. 3•.
Eccles. 11. •.,Ecclesiastes 11,['Ecclesiastes 11.•'],Eccles. 11. •.
Heb. 6. 1•.,Hebrews 6,['Hebrews 6.1•'],Heb. 6. 1•.
Prov. 14. 1•.,Proverbs 14,['Proverbs 14.1•'],Prov. 14. 1•.
1 Pet. 1. 1•.,1 Peter 1,['1 Peter 1.1•'],1 Pet. 1. 1•.
Luk. 22. 7•.,Luke 22,['Luke 22.7•'],Luk. 22. 7•.
Deut. 1. ◊ 3. 26.,Deuteronomy 1,['Deuteronomy 1.◊ 3.26'],Deut. 1. 〈 ◊ 〉 3. 26.
Rom. 13. 1•.,Romans 13,['Romans 13.1•'],Rom. 13. 1•.
Jam. 1. 1•.; Rom. 7. 23.,James 1; Romans 7.23,['James 1.1•'],Jam. 1. 1•. Rom. 7. 23.
Act. 2. ◊,Acts 2,['Acts 2.◊'],Act. 2. 〈 ◊ 〉. 14.
1 Tim. 1. •,1 Timothy 1,['1 Timothy 1.•'],1 Tim. 1. •
"Zeph. 1.13, 14, 1•.",Zephaniah 1.13; Zephaniah 1.14,['Zephaniah 1.1•'],"Zeph. 1.13, 14, 1•."
John 3. •.,John 3,['John 3.•'],John 3. •.
2 Pet. 1. •.,2 Peter 1,['2 Peter 1.•'],2 Pet. 1. •.
Luk. 1. 3•,Luke 1,['Luke 1.3•'],Luk. 1. 3•
Psal 44. 2•,Psalms 44,['Psalms 44.2•'],Psal 44. 2•
Hos. 14. •.,Hosea 14,['Hosea 14.•'],Hos. 14. •.
"Hagg. 2.6, 7, & 9th",Haggai 2.6; Haggai 2.7,['Haggai 9th'],"The second Prophecy which I shall instance in, to prove that our Saviour came at the time appointed by God for the coming of the Messias is Hagg. 2.6, 7, and 9th Verses."
Heb 10.14 Chap. 9.24 & 7.25.,Hebrews 7.25,['Hebrews 10.14 9.24'],Heb 10.14 Chap. 9.24 & 7.25.
"Mark 12. 2• 30, 3•",Mark 12.2• 30,['Mark 12.3•'],"Mark 12. 2• ▪ 30, 3•"
Psal. 1. 1•,Psalms 1,['Psalms 1.1•'],Psal. 1. 1•
Ps. 37. 2•.,Psalms 37,['Psalms 37.2•'],Ps. 37. 2•.
Dan. 9. 3•,Daniel 9,['Daniel 9.3•'],Dan. 9. 3•
"Tit. 2. 11, 12•",Titus 2.11,['Titus 2.12•'],"In that known and excellent Text, Tit. 2. 11, 12• The grace of God (which is in and by the Doctrine of the Gospel) hath appeared to all men, teaching us that denying ungodliness and worldy lusts, we should live soberly, righteously, and godlily in this present world. And herein St."
"Psal. 45. •.; 2 Kings 13.16, 17.",Psalms 45; 2 Kings 13.16; 2 Kings 13.17,['Psalms 45.•'],"Let us shoot the keen and sharp Arrows of the word to wound the Hearts of the workers of iniquity, that they may fall down as a Conquered and submitting People under Jesus Christ, Psal. 45. •. yet let me beseech you to Sollicit Heaven, that the Hand of Christ may be on your Hearts and Hands, as the Hand of the Prophet Elisha was on the Hand of the King of Israel when he did draw the Bow to shoot, 2 Kings 13.16, 17. If Christs hands be not on our hands, when we draw the Spiritual Bow, we shall neither shoot far, or hit right, or wound deeply;"
Joh. 3.16. &; Joh. 1. •.,John 3.16; John 1,['John 1.•'],"Dost th• believe on the Son of God? Yea, he is style the only begotten Son, Joh. 3.16. & Joh. 1. •. God hath many Adopted Sons:"
Rom. 5. •.,Romans 5,['Romans 5.•'],"But God hath but one begott•• Son: He is therefore, by way of Emph•• and Excellency, call'd his own Son: Rom. 5. •. God spared not his own Son, but gave him 〈 ◊ 〉 to the Death."
Mat. 24. •.; Luk. 19.27.; Mat. 13.42.,Matthew 24; Luke 19.27; Matthew 13.42,['Matthew 24.•'],"When the Son of Man shall thu• on the Throne of his Glory, the Angels 〈 ◊ 〉 be ready to give their Attendance, to ren•• their Obedience, in gathering elect Me•bers to their Head, in presenting Crimin•• to his Bar, and in executing his Sentence 〈 ◊ 〉 them in these following Scriptures, Mat. 24. •. Luk. 19.27. Mat. 13.42."
1 Pet. 4. 4•,1 Peter 4,['1 Peter 4.4•'],"if they are Mock••s Religion, Scoffers at Godliness, and H•• of Good Men that will not run with 〈 ◊ 〉 to the same excess of Riot, 1 Pet. 4. 4• These evil Precedents do easily and qui•• prevail on others."
Ezek. 48. 3•; Isa. 65.3.,Ezekiel 48; Isaiah 65.3,['Ezekiel 48.3•'],"The Name of Spiritual Jerusalem is Jebo•• Shammah, The Lord is there, Ezek. 48. 3• And this is a great Affront, to provoke God to his Face, to sin under his Eye, and in 〈 ◊ 〉 special Presence, Isa. 65.3."
John 17. 1•,John 17,['John 17.1•'],"This great Shepherd keeps his Sheep, and watch•• over his Flock in this Night of Time, in this Wilderness of the World, John 17. 1• While I was with them in the World, I kept the• in thy Name, and none of them is lost."
Ezek. 36. 2•,Ezekiel 36,['Ezekiel 36.2•'],"I will put my Spirit into them, and 〈 ◊ 〉 them to walk in my statutes, Ezek. 36. 2• Christ gives Influences, Aids, and Assistan•• for every Act of Obedience, because he is 〈 ◊ 〉 a Natural Head that communicates Sp••• to his Subjects, as Members, and as a Ro•• that derives Sap to all his Branches."
Acts 7. 5•,Acts 7,['Acts 7.5•'],"so now he hath merited and ••tained this Honour to be the Receiver a•• Guardian of departing Souls, Acts 7. 5• Stephen called upon God, saying, Lord Je•• receive my Spirit:"
Col. 1. 1•.; Revel. 1.5.,Colossians 1; Revelation 1.5,['Colossians 1.1•'],"when he raises the Body, this is •s proper Regeneration to be begotten, and born from the dead, as Christ was, Col. 1. 1•. Revel. 1.5."
Acts 20. •,Acts 20,['Acts 20.•'],Acts 20. •
Phil. 3. 1• 20.,Philippians 3,['Philippians 3.1• 20'],Phil. 3. 1• 20.
Exod. 17. 1•.,Exodus 17,['Exodus 17.1•'],"Nor are we without Instances of the prevalency of of the Prayers of God's People in behalf of the Churches safety and its Enemies overthrow. Moses by Prayer Exod. 17. 1•. prevailed for the Destruction of the Amalekites, and the preservation of the Israelites."
Psal. 145. •.,Psalms 145,['Psalms 145.•'],"The Wicked have some Crumbs from Mercy's Table; The Lord is good to all, Psal. 145. •."
1 Thess. 4. 3•.,1 Thessalonians 4,['1 Thessalonians 4.3•'],"It is the will of God that we should be holy, 1 Thess. 4. 3•."
2 Pet. 1. 1•.,2 Peter 1,['2 Peter 1.1•'],"it is an everlasting kingdom, 2 Pet. 1. 1•. 'tis founded upon a strong Basis, Go•s Omnipotency;"
"Habakkuk 2.2, & 3. vers,",Habakkuk 2.2,['Habakkuk 3.vers'],"Habakkuk 2.2, and 3. vers, And the Lord answered, and said, write the vision, and make it plain upon tables, that he may run that readeth it, for the vision is not yet for an appointed time, but at the end it shall speak and not lie, though it tarry, wait for it, because it will surely come, it will not tarry. 2. We have this relating to the Term, that it will be a short time;"
"Ezek. 26, 27 verse,",Ezekiel 26,['Ezekiel verse'],"This is a way wherein every one of you may be useful, and 'tis a way you are directed to, by God himself, in Ezek. 26, 27 verse, you find this mercy promised, I will (says God) put my Spirit within you, and cause you to walk in my Statutes, and keep my Judgments, and do them."
Hebr. vi. •.,Hebrews 6,['Hebrews 6 •'],"Fly for 〈 ◊ 〉 to this H•pe set before us; Hebr. vi. •. These things, saith St."
Psal. 84. 1•.,Psalms 84,['Psalms 84.1•'],Psal. 84. 1•.
2 Cor. 3. 1•.,2 Corinthians 3,['2 Corinthians 3.1•'],"So that this fountain was then in a great measure covered, but now it is discovered gloriously, and every thing concerning Christ and Salvation by him is spoken plainly; 2 Cor. 3. 1•."
Phil. 4. ◊,Philippians 4,['Philippians 4.◊'],"Paul could be confident of this, Phil. 4. 〈 ◊ 〉 I can do all things through Christ strengthening of me."
Rom 3. 2•,Romans 3,['Romans 3.2•'],"but Sin hath stript you of this pow•• and le•t you utterly unable for it, Rom ▪ 3. 2• All have sinned, and fallen short of the glory • God."
"Verse. 15, 16. & Verse 24.; Luk. 21. 24.",Verse 15; Verse 16; Luke 21.24,['Verse verse 24'],"• ••ee in particular, Verse. 15, 16. and Verse 24. This also is the Call which our Text points to, a• •• evident from, Chap 12. 10 &c Christ th••fore so speaks of their Rejection as that whi•• had a limited time, Luk. 21. 24."
Isa 65. 1•.,Isaiah 65,['Isaiah 65.1•'],"To this we may refer the Prophesy in, Isa 65. 1•. to end."
Psal. 72. •.,Psalms 72,['Psalms 72.•'],"The Mountain of the Lords House ••all be established in the top of the Mountains, and shall he Exalted above the Hills, and all Nations shall flow to it; and that, Psal. 72. •."
Psal. 2. •.,Psalms 2,['Psalms 2.•'],"Then will God gloriously accomplish that promise, Psal. 2. •. Ask thou of me, and I shal• give thee the Heathe• for thine inheritance, and the uttermost parts of the earth for thy possession."
Rom. 3. 23.; 1 Sam. 2. 3•.,Romans 3.23; 1 Samuel 2,['1 Samuel 2.3•'],"Rom. 3. 23. God therefore hath fully declared that he will bestow this favour upon none but those that honour him, 1 Sam. 2. 3•. Them that honour me, I will honour, and they that despise me, shall be lightly esteemed."
Matth. 22. •,Matthew 22,['Matthew 22.•'],"And it is exerted in our life, when • devote our whole man to New Obedienc• When we love the Lord our God with all our he• and all our soul, and all our mind, Matth. 22. •"
Rom. 7. •; 1 Joh. 2. 15.,Romans 7; 1 John 2.15,['Romans 7.•'],"So that every U• regenerate man, if he will say the Truth, m• confess of himself entirely, as Paul doth of hi• self in respect to his worser part, Rom. 7. • In me, that is in my flesh, there dwells no good thi• Man, who at first loved God as his last end a• chief good, now ceaseth to do so, and there is n• one spark of that primitive love left in him. • is said of every natural man, that the love of • Father is not in him, 1 Joh. 2. 15."
Deut. 28. 1• &c.,Deuteronomy 28,['Deuteronomy 28.1•'],"an• that not only to remove them, but to harm the• in the very enjoyment: hence that, Deut. 28. 1• &c."
Mal. 2. ◊,Malachi 2,['Malachi 2.◊'],"and we have such an expression, Mal. 2. 〈 ◊ 〉 I will curse your blessings, yea I have cursed them 〈 ◊ 〉 ready; every thing doth them hurt;"
2 Cor. 1. 1• &,2 Corinthians 1,['2 Corinthians 1.1•'],"Yea it testifyeth for him, an• so gives him matter of rejoycing, 2 Cor. 1. 1• and he hath peace with the Creatures;"
2 Sam. 12. ◊,2 Samuel 12,['2 Samuel 12.◊'],"and the Prophet tells him, 2 Sam. 12. 〈 ◊ 〉 Thou shalt not dy Idolatry is a fearful sin, a• that which is terribly threatned in the Word 〈 ◊ 〉 God;"
Mat. 12. 31.; 1 Tim. 1. ◊,Matthew 12.31; 1 Timothy 1,['1 Timothy 1.◊'],"a• yet all manner of blasphemies, the fore cited 〈 ◊ 〉 excepted, may be forgiven, Mat. 12. 31. P• though a blasphemer, obtained mercy, 1 Tim. 1. 〈 ◊ 〉 Witchcraft is an odious crime, for men to 〈 ◊ 〉 themselves to Satan, and practice his hellish a• God would not have such suffered to live;"
Eph. 1. ◊ &,Ephesians 1,['Ephesians 1.◊'],"the gr• contrivances in Gods Eternal Decree, with •spect to his Elect, had an aim at this, Eph. 1. 〈 ◊ 〉 and those astonishing Providences which w• concerned in our fall by the First Adam, and being repaired again by the Second, were media subordinated to this purpose;"
Luk. 7. 47• &,Luke 7,['Luke 7.47•'],"and your love will be the more enlarged to• him, because he hath forgiven you much, Luk. 7. 47• and God highly prizeth the Attribute of hi• Grace."
Jer. 23. ◊,Jeremiah 23,['Jeremiah 23.◊'],"For this reason •hrist is called, The Lord our Righteousness, Jer. 23. 〈 ◊ 〉."
Heb. 4. 1• &,Hebrews 4,['Hebrews 4.1•'],"there is such a liberty which Gods Children enjoy, Heb. 4. 1• and this is that which principally contributes 〈 ◊ 〉 it."
Ezek 18. 4•,Ezekiel 18,['Ezekiel 18.4•'],"that hath said, Ezek 18. 4• The Soul that Sins, that Soul shall dy; and there is no man, whiles under the Law, that can exemp• himself from it."
Eph. 1. ◊,Ephesians 1,['Ephesians 1.◊'],"for you are accepted in the Beloved, Eph. 1. 〈 ◊ 〉 So that the vertue and efficacy of that Righte•sness must needs derive to you."
2 Cor. 5. 2•; Gal. 3. 13.,2 Corinthians 5; Galatians 3.13,['2 Corinthians 5.2•'],"He was made Sin, 2 Cor. 5. 2• And A Curse, Gal. 3. 13."
"Gal. 2. 2•; Gal. 4. 4, 5.; Isa. 53. 4.",Galatians 2; Galatians 4.4; Galatians 4.5; Isaiah 53.4,['Galatians 2.2•'],"And Christ dyed for this end, Gal. 2. 2• Yea he was made under the Law, that so it mig• exact this of him, in order to our being Redeem• from it, Gal. 4. 4, 5. And hence all the penalti• he underwent are said to be on the account 〈 ◊ 〉 Our Sins, Isa. 53. 4."
Heb. 7. ◊,Hebrews 7,['Hebrews 7.◊'],"this is expressed, Heb. 7. 〈 ◊ 〉 Now a Surety is one that is bound with or 〈 ◊ 〉 another, to respond for him, in case he him• fails:"
1 Joh. 3. 9•,1 John 3,['1 John 3.9•'],"We read, 1 Joh. 3. 9• Whosoever is born of God doth not commit sin. i. e. According to his new nature, or the new principle that is infused into him:"
Rom. 5. ◊,Romans 5,['Romans 5.◊'],"It is true, in Justification we are at Peace with God, Rom. 5. 〈 ◊ 〉 And thence flows peace in our own Conscience• but there is a false peace that some please themselves withal;"
Psal. 110. ◊; Rom. 8. 7.,Psalms 110; Romans 8.7,['Psalms 110.◊'],"When God Converts a Sinner, by turning him from his sin to himself, he doth it not by force or violent constraint, but causeth him to be spontaneous in it, Psal. 110. 〈 ◊ 〉 Now the will of the natural man, is in it self violently and unperswadably set against this turning to God, being a lump of Enmity, Rom. 8. 7. Th• then it may be drawn to consent, it must have 〈 ◊ 〉 New principle put into it;"
Rom. 6. ◊,Romans 6,['Romans 6.◊'],"The man is removed from under the Law, and put under Grace, Rom. 6. 〈 ◊ 〉 And by this the mans state is secured for Eternity he is for ever out of the reach of the Law threa•ning."
Job 34. ◊,Job 34,['Job 34.◊'],"nothing can afford you true comfort while his anger abides, Job 34. 〈 ◊ 〉."
Jam. 4. ◊,James 4,['James 4.◊'],"Hence the deno•ination of Sin is put upon such actions, Jam. 4. 〈 ◊ 〉."
Luke 16. 1•,Luke 16,['Luke 16.1•'],"So the Pharisees, Luke 16. 1• •e are they that justifie your selves; and Ephra• 〈 ◊ 〉. 12. 8. In all my labours they shall find no iniqui• in me."
Mat. 9. •.,Matthew 9,['Matthew 9.•'],"and if we be reconciled to God, we shall certainly be saved; that is consolation enough, Mat. 9. •. Thy Sins are forgiven thee."
Jer. 2. 1•.,Jeremiah 2,['Jeremiah 2.1•'],"for though a •al Repentance may be wrought by the former, •t that which is Evangelical will not be without the latter, hence both are put together, Jer. 2. 1•."
Hos. 14. 8.; Job. 34. •.,Hosea 14.8; Job 34,['Job 34.•'],"the man is divorced •n his sin, he casteth it off, resolving never to ••ve to do with it any more, Hos. 14. 8. Job. 34. •."
Ezek. 36. 3•.,Ezekiel 36,['Ezekiel 36.3•'],"He indeed giveth it freely, yet he will have the Sinner humbly petition him for it, Ezek. 36. 3•."
"Isa. 43. 22, &c Verse 25.",Isaiah 43.22,['Isaiah verse 25'],"And let us well weig• that wonderful Text, Isa. 43. 22, &c Verse 25. Though they have tired him with their provocations."
"Luk. 19. 41, 42.; Ezek. 24, •, 13.; Isa. 27. 11.",Luke 19.41; Luke 19.42; Ezekiel 24; Ezekiel 13; Isaiah 27.11,['Ezekiel •'],"How solemn a moan doth Christ make over Jerusalem, Luk. 19. 41, 42. And what mean those fearful expressions? Ezek. 24, •, 13. Isa. 27. 11."
